Cancer,Feature,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Direction,Category,Row,EffectPlot,SigLabel
BRCA,Stem cell exhaustion,547,548,0.0953811957562624,0.0349605490213754,-0.060420646734887,0.877803417879919,0.877803417879919,Lower in High,Cell fate,4,-0.060420646734887,""
CESC,Stem cell exhaustion,152,152,-0.158320216490975,0.0842053925528165,0.242525609043792,0.108615335992357,0.141015320281267,Higher in High,Cell fate,4,0.242525609043792,""
CHOL,Stem cell exhaustion,17,18,-0.193051041919235,0.334600050524739,0.527651092443974,0.0486524404765624,0.194609761906249,Higher in High,Cell fate,4,0.527651092443974,""
COAD,Stem cell exhaustion,228,228,-0.0529160507302021,0.0352519933895091,0.0881680441197113,0.689319146501953,0.740228911719278,Higher in High,Cell fate,4,0.0881680441197113,""
DLBC,Stem cell exhaustion,24,24,-0.373720706789099,0.398555242142743,0.772275948931842,0.206792440630272,0.310188660945408,Higher in High,Cell fate,4,0.772275948931842,""
ESCA,Stem cell exhaustion,81,81,-0.132729619471522,0.211498667129517,0.344228286601038,0.0348291137282413,0.0610321415955689,Higher in High,Cell fate,4,0.344228286601038,""
GBM,Stem cell exhaustion,80,81,-0.401625080188408,0.486109680278255,0.887734760466662,2.59158200104869e-07,1.03663280041948e-06,Higher in High,Cell fate,4,0.887734760466662,***
HNSC,Stem cell exhaustion,251,251,-0.0730392697605123,0.196112498531522,0.269151768292034,0.0420978915256464,0.0459249725734324,Higher in High,Cell fate,4,0.269151768292034,*
KICH,Stem cell exhaustion,32,33,-0.2061123668299,0.190007603384833,0.396119970214732,0.0369393898682634,0.088654535683832,Higher in High,Cell fate,4,0.396119970214732,""
KIRC,Stem cell exhaustion,266,266,-0.0312528778216199,0.256443361055896,0.287696238877516,2.47765572558172e-05,7.43296717674517e-05,Higher in High,Cell fate,4,0.287696238877516,***
KIRP,Stem cell exhaustion,145,145,-0.135646689547221,0.0771208438479617,0.212767533395182,0.000250011078937795,0.000600026589450707,Higher in High,Cell fate,4,0.212767533395182,***
LAML,Stem cell exhaustion,75,75,0.0325289165200075,-0.123402376095057,-0.155931292615064,0.943066811393625,0.95803293607954,Lower in High,Cell fate,4,-0.155931292615064,""
LGG,Stem cell exhaustion,257,257,-0.194303995004068,0.240134783022647,0.434438778026714,1.99671964145681e-08,3.4229479567831e-08,Higher in High,Cell fate,4,0.434438778026714,***
LIHC,Stem cell exhaustion,185,186,-0.0369866802053237,0.111274516325565,0.148261196530889,0.0367124078392131,0.0629355562957939,Higher in High,Cell fate,4,0.148261196530889,""
LUAD,Stem cell exhaustion,258,258,0.119177214195793,0.115638016157653,-0.00353919803814051,0.603515563517685,0.643606037464861,Lower in High,Cell fate,4,-0.00353919803814051,""
LUSC,Stem cell exhaustion,250,251,0.0288269744039047,0.0673298248325638,0.0385028504286591,0.0885331049808788,0.118044139974505,Higher in High,Cell fate,4,0.0385028504286591,""
MESO,Stem cell exhaustion,43,44,-0.378648735658704,0.0753409424676615,0.453989678126365,0.00279029765766766,0.00669671437840238,Higher in High,Cell fate,4,0.453989678126365,**
OV,Stem cell exhaustion,189,189,-0.065475793304968,0.249604344238272,0.31508013754324,5.81729114977745e-05,0.000139614987594659,Higher in High,Cell fate,4,0.31508013754324,***
PAAD,Stem cell exhaustion,89,89,0.164212070645408,0.240797641712162,0.0765855710667535,0.178931567276058,0.21471788073127,Higher in High,Cell fate,4,0.0765855710667535,""
PCPG,Stem cell exhaustion,89,90,-0.115840824135299,0.11509073339995,0.230931557535248,0.251477867491735,0.431104915700116,Higher in High,Cell fate,4,0.230931557535248,""
PRAD,Stem cell exhaustion,248,249,0.03776046006939,0.151903416595829,0.114142956526439,0.0135252244237151,0.0231860990120831,Higher in High,Cell fate,4,0.114142956526439,*
READ,Stem cell exhaustion,83,83,-0.00158375011431045,0.0975185254599945,0.0991022755743049,0.202058643524044,0.346386246041218,Higher in High,Cell fate,4,0.0991022755743049,""
SARC,Stem cell exhaustion,129,130,-0.024665233829016,-0.167577978622881,-0.142912744793865,0.664419490019395,0.72482126183934,Lower in High,Cell fate,4,-0.142912744793865,""
SKCM,Stem cell exhaustion,234,235,-0.00848045346547402,-0.0524658121222868,-0.0439853586568128,0.704541507783923,0.76859073576428,Lower in High,Cell fate,4,-0.0439853586568128,""
STAD,Stem cell exhaustion,187,188,0.079777288998696,0.00723374755533564,-0.0725435414433603,0.542319709261809,0.591621501012882,Lower in High,Cell fate,4,-0.0725435414433603,""
TGCT,Stem cell exhaustion,75,75,-0.0563026944167001,-0.485534985217472,-0.429232290800772,0.248529089626305,0.271122643228696,Lower in High,Cell fate,4,-0.429232290800772,""
THCA,Stem cell exhaustion,252,252,-0.0847171575320157,0.251467575637956,0.336184733169972,2.13906070782197e-06,6.41718212346592e-06,Higher in High,Cell fate,4,0.336184733169972,***
THYM,Stem cell exhaustion,60,60,0.0600329795196746,-0.124791075815056,-0.18482405533473,0.972784528333556,0.981156616558046,Lower in High,Cell fate,4,-0.18482405533473,""
UCEC,Stem cell exhaustion,272,273,-0.049475322206898,0.204092992130628,0.253568314337526,0.000136449982110424,0.000272899964220849,Higher in High,Cell fate,4,0.253568314337526,***
UCS,Stem cell exhaustion,28,29,-0.207213186423794,0.0987044623105795,0.305917648734374,0.0177262652104193,0.0741496709643636,Higher in High,Cell fate,4,0.305917648734374,""
UVM,Stem cell exhaustion,40,40,0.485113684922351,-0.421311597432469,-0.90642528235482,0.000161806115315816,0.000970836691894893,Lower in High,Cell fate,4,-0.90642528235482,***
ACC,Altered intercellular communication,39,40,-0.0103669029726272,0.0148820478156209,0.0252489507882481,0.68567311297917,0.822807735575004,Higher in High,Communication / inflammation,3,0.0252489507882481,""
BLCA,Altered intercellular communication,203,203,0.0504712707987145,0.0812373184499562,0.0307660476512417,0.48316813147729,0.579801757772748,Higher in High,Communication / inflammation,3,0.0307660476512417,""
BRCA,Altered intercellular communication,547,548,0.135780250500172,0.0191145459243048,-0.116665704575868,0.00383851614604757,0.00575777421907136,Lower in High,Communication / inflammation,3,-0.116665704575868,**
CESC,Altered intercellular communication,152,152,0.268449278469238,-0.149257048175365,-0.417706326644602,0.000100478900223694,0.000241149360536865,Lower in High,Communication / inflammation,3,-0.417706326644602,***
CHOL,Altered intercellular communication,17,18,0.0611214332382574,-0.0224715213751032,-0.0835929546133606,0.636362120573563,0.791812906723275,Lower in High,Communication / inflammation,3,-0.0835929546133606,""
COAD,Altered intercellular communication,228,228,-0.022490324328366,0.0615194325248908,0.0840097568532569,0.740228911719278,0.740228911719278,Higher in High,Communication / inflammation,3,0.0840097568532569,""
DLBC,Altered intercellular communication,24,24,0.0353289951265742,0.041124660242614,0.00579566511603982,0.846132512586467,0.923053650094327,Higher in High,Communication / inflammation,3,0.00579566511603982,""
ESCA,Altered intercellular communication,81,81,0.298882417902863,-0.0614111985800708,-0.360293616482934,0.0406880943970459,0.0610321415955689,Lower in High,Communication / inflammation,3,-0.360293616482934,""
GBM,Altered intercellular communication,80,81,0.231885913194993,-0.151964122219841,-0.383850035414834,0.00300886765634909,0.00451330148452363,Lower in High,Communication / inflammation,3,-0.383850035414834,**
HNSC,Altered intercellular communication,251,251,0.171362727704396,-0.106491777941633,-0.277854505646028,8.59189096034244e-05,0.000257756728810273,Lower in High,Communication / inflammation,3,-0.277854505646028,***
KICH,Altered intercellular communication,32,33,-0.374777724769099,0.12307262273805,0.497850347507149,0.12048092220474,0.206538723779554,Higher in High,Communication / inflammation,3,0.497850347507149,""
KIRC,Altered intercellular communication,266,266,0.187810020765784,0.0601202697111887,-0.127689751054595,0.0822694773912906,0.123404216086936,Lower in High,Communication / inflammation,3,-0.127689751054595,""
KIRP,Altered intercellular communication,145,145,0.035732830396803,-0.112573800662506,-0.148306631059309,0.338806498799143,0.338806498799143,Lower in High,Communication / inflammation,3,-0.148306631059309,""
LAML,Altered intercellular communication,75,75,0.10638187746777,-0.0378865031854511,-0.144268380653221,0.0811504170734691,0.324601668293876,Lower in High,Communication / inflammation,3,-0.144268380653221,""
LGG,Altered intercellular communication,257,257,-0.182348453216201,0.192623864862404,0.374972318078605,0.000273523343378989,0.000410285015068483,Higher in High,Communication / inflammation,3,0.374972318078605,***
LIHC,Altered intercellular communication,185,186,-0.0866295344409467,0.125779867182848,0.212409401623795,0.0445811433416488,0.0668717150124732,Higher in High,Communication / inflammation,3,0.212409401623795,""
LUAD,Altered intercellular communication,258,258,0.0802646038184746,0.0431442442380967,-0.0371203595803779,0.643606037464861,0.643606037464861,Lower in High,Communication / inflammation,3,-0.0371203595803779,""
LUSC,Altered intercellular communication,250,251,0.506161044241304,-0.326994870735185,-0.833155914976489,2.69097408736904e-23,1.07638963494762e-22,Lower in High,Communication / inflammation,3,-0.833155914976489,***
MESO,Altered intercellular communication,43,44,-0.246522244820657,0.280675473298057,0.527197718118713,0.46984029961562,0.512553054126131,Higher in High,Communication / inflammation,3,0.527197718118713,""
OV,Altered intercellular communication,189,189,0.11104455260006,-0.0758460655473517,-0.186890618147412,0.0153379088972885,0.0230068633459328,Lower in High,Communication / inflammation,3,-0.186890618147412,*
PAAD,Altered intercellular communication,89,89,0.0707032055912436,0.298536722264664,0.227833516673421,0.0166532812039515,0.033306562407903,Higher in High,Communication / inflammation,3,0.227833516673421,*
PCPG,Altered intercellular communication,89,90,0.0867143071276811,0.127995717104301,0.0412814099766201,0.776282052356837,0.776282052356837,Higher in High,Communication / inflammation,3,0.0412814099766201,""
PRAD,Altered intercellular communication,248,249,0.0671863836820294,0.175473561201136,0.108287177519106,0.0415514448073018,0.0597015204607132,Higher in High,Communication / inflammation,3,0.108287177519106,""
READ,Altered intercellular communication,83,83,0.0316277924466001,0.0432131799728033,0.0115853875262032,0.984539681808855,0.984539681808855,Higher in High,Communication / inflammation,3,0.0115853875262032,""
SARC,Altered intercellular communication,129,130,0.338864729695874,-0.0843774452289725,-0.423242174924847,0.00019644201921055,0.000336757747218085,Lower in High,Communication / inflammation,3,-0.423242174924847,***
SKCM,Altered intercellular communication,234,235,0.269612842122609,-0.167472735300408,-0.437085577423017,3.84456604427085e-08,1.15336981328126e-07,Lower in High,Communication / inflammation,3,-0.437085577423017,***
STAD,Altered intercellular communication,187,188,0.135744875131991,-0.0391190913643108,-0.174863966496302,0.033411558577635,0.0572769575616601,Lower in High,Communication / inflammation,3,-0.174863966496302,""
TGCT,Altered intercellular communication,75,75,0.191317593273163,-0.181860042214651,-0.373177635487813,0.00023342188932117,0.000700265667963509,Lower in High,Communication / inflammation,3,-0.373177635487813,***
THCA,Altered intercellular communication,252,252,0.130379192748108,0.0822591907250846,-0.048120002023023,0.358687795263156,0.430425354315787,Lower in High,Communication / inflammation,3,-0.048120002023023,""
THYM,Altered intercellular communication,60,60,0.0626182268502377,-0.0867689260180145,-0.149387152868252,0.835758992811886,0.981156616558046,Lower in High,Communication / inflammation,3,-0.149387152868252,""
UCEC,Altered intercellular communication,272,273,0.115495330662076,-0.0381916030869893,-0.153686933749065,0.0203678206269674,0.0244413847523608,Lower in High,Communication / inflammation,3,-0.153686933749065,*
UCS,Altered intercellular communication,28,29,0.2156097335717,-0.273037416225552,-0.488647149797252,0.140686447537271,0.24117676720675,Lower in High,Communication / inflammation,3,-0.488647149797252,""
UVM,Altered intercellular communication,40,40,0.0877009757851185,0.0763995908122709,-0.0113013849728476,0.255715645350691,0.438369677744041,Lower in High,Communication / inflammation,3,-0.0113013849728476,""
ACC,Chronic inflammation,39,40,0.23777010376053,-0.297322188163191,-0.535092291923721,0.00663308371684359,0.0132661674336872,Lower in High,Communication / inflammation,2,-0.535092291923721,*
BLCA,Chronic inflammation,203,203,0.134176895129785,0.0383699641479981,-0.0958069309817872,0.607646571012499,0.607646571012499,Lower in High,Communication / inflammation,2,-0.0958069309817872,""
BRCA,Chronic inflammation,547,548,0.126384783436265,0.00575875299744063,-0.120626030438824,0.00556357129757789,0.00741809506343719,Lower in High,Communication / inflammation,2,-0.120626030438824,**
CESC,Chronic inflammation,152,152,0.340997470961273,-0.0508611466802056,-0.391858617641478,1.68421161296127e-05,6.73684645184509e-05,Lower in High,Communication / inflammation,2,-0.391858617641478,***
CHOL,Chronic inflammation,17,18,-0.0328373599001836,0.223873055207926,0.25671041510811,0.857791085054126,0.857791085054126,Higher in High,Communication / inflammation,2,0.25671041510811,""
COAD,Chronic inflammation,228,228,0.0354306280907176,0.130449008642566,0.095018380551848,0.60462678097648,0.725552137171776,Higher in High,Communication / inflammation,2,0.095018380551848,""
DLBC,Chronic inflammation,24,24,-0.03067306232196,0.319459012202679,0.350132074524639,0.185272618270148,0.310188660945408,Higher in High,Communication / inflammation,2,0.350132074524639,""
ESCA,Chronic inflammation,81,81,0.253980529173629,-0.20927802866678,-0.463258557840409,0.000890716904339769,0.00267215071301931,Lower in High,Communication / inflammation,2,-0.463258557840409,**
GBM,Chronic inflammation,80,81,0.412055317950835,-0.341589185065033,-0.753644503015868,1.61902933281296e-06,4.85708799843889e-06,Lower in High,Communication / inflammation,2,-0.753644503015868,***
HNSC,Chronic inflammation,251,251,0.20383371123655,-0.0812482720345249,-0.285081983271075,0.00140440006328399,0.00280880012656799,Lower in High,Communication / inflammation,2,-0.285081983271075,**
KICH,Chronic inflammation,32,33,-0.107071250281349,0.00882436589435911,0.115895616175708,0.445291960096585,0.534350352115902,Higher in High,Communication / inflammation,2,0.115895616175708,""
KIRC,Chronic inflammation,266,266,0.0565331900232137,-0.00596120749133472,-0.0624943975145484,0.995274234110879,0.995274234110879,Lower in High,Communication / inflammation,2,-0.0624943975145484,""
KIRP,Chronic inflammation,145,145,0.0860671146736769,-0.161828145082806,-0.247895259756483,0.108197544674474,0.143270318212135,Lower in High,Communication / inflammation,2,-0.247895259756483,""
LAML,Chronic inflammation,75,75,0.201267527578499,0.0109696839550056,-0.190297843623493,0.385248653031415,0.642838957427775,Lower in High,Communication / inflammation,2,-0.190297843623493,""
LGG,Chronic inflammation,257,257,-0.136449388880063,-0.0559726192362094,0.0804767696438534,0.0547503705068705,0.059727676916586,Higher in High,Communication / inflammation,2,0.0804767696438534,""
LIHC,Chronic inflammation,185,186,-0.0200696142982796,0.000114760200144254,0.0201843744984238,0.649409852509476,0.708447111828519,Higher in High,Communication / inflammation,2,0.0201843744984238,""
LUAD,Chronic inflammation,258,258,0.149357130590585,-0.0349134961511921,-0.184270626741777,0.0259405776340726,0.0345874368454301,Lower in High,Communication / inflammation,2,-0.184270626741777,*
LUSC,Chronic inflammation,250,251,0.484815434596883,-0.347716613652903,-0.832532048249786,3.08130774725328e-24,1.84878464835197e-23,Lower in High,Communication / inflammation,2,-0.832532048249786,***
MESO,Chronic inflammation,43,44,-0.0104356182723538,0.0548467648243459,0.0652823830966997,0.796703392894481,0.796703392894481,Higher in High,Communication / inflammation,2,0.0652823830966997,""
OV,Chronic inflammation,189,189,0.156230138676108,0.129062772288293,-0.0271673663878151,0.573433115796497,0.573433115796497,Lower in High,Communication / inflammation,2,-0.0271673663878151,""
PAAD,Chronic inflammation,89,89,-0.0635202698792586,0.23125429644777,0.294774566327028,0.164346977425583,0.21471788073127,Higher in High,Communication / inflammation,2,0.294774566327028,""
PCPG,Chronic inflammation,89,90,-0.0216228637573484,0.0767032001769992,0.0983260639343476,0.346225515819141,0.461634021092188,Higher in High,Communication / inflammation,2,0.0983260639343476,""
PRAD,Chronic inflammation,248,249,-0.0368862212706044,0.024357098050439,0.0612433193210434,0.192874006712235,0.231448808054682,Higher in High,Communication / inflammation,2,0.0612433193210434,""
READ,Chronic inflammation,83,83,-0.112558446350676,0.0128025893515392,0.125361035702215,0.781204924342036,0.904022074770605,Higher in High,Communication / inflammation,2,0.125361035702215,""
SARC,Chronic inflammation,129,130,0.382881600875933,-0.210850915847744,-0.593732516723677,1.13987362599791e-07,3.41962087799372e-07,Lower in High,Communication / inflammation,2,-0.593732516723677,***
SKCM,Chronic inflammation,234,235,0.31669001231547,-0.22855859367643,-0.5452486059919,7.06589552826529e-07,1.69581492678367e-06,Lower in High,Communication / inflammation,2,-0.5452486059919,***
STAD,Chronic inflammation,187,188,0.163816397932008,0.0981127230973114,-0.0657036748346964,0.228647729678611,0.342971594517916,Lower in High,Communication / inflammation,2,-0.0657036748346964,""
TGCT,Chronic inflammation,75,75,0.232083212405225,-0.107243167555893,-0.339326379961118,0.00305769336195047,0.00611538672390094,Lower in High,Communication / inflammation,2,-0.339326379961118,**
THCA,Chronic inflammation,252,252,0.139338722947515,-0.0143967913696112,-0.153735514317126,0.0759190717776709,0.101225429036895,Lower in High,Communication / inflammation,2,-0.153735514317126,""
THYM,Chronic inflammation,60,60,0.00691116779020403,-0.171871276175377,-0.178782443965581,0.0642926275271219,0.0964389412906828,Lower in High,Communication / inflammation,2,-0.178782443965581,""
UCEC,Chronic inflammation,272,273,0.117367936247984,-0.0879440634171972,-0.205311999665182,0.00227079715600146,0.00389279512457393,Lower in High,Communication / inflammation,2,-0.205311999665182,**
UCS,Chronic inflammation,28,29,0.11212040025228,-0.362196608518619,-0.474317008770899,0.194856710095882,0.292285065143824,Lower in High,Communication / inflammation,2,-0.474317008770899,""
UVM,Chronic inflammation,40,40,-0.0952019230020171,-0.164708543047519,-0.0695066200455014,0.67715738784255,0.738717150373691,Lower in High,Communication / inflammation,2,-0.0695066200455014,""
ACC,Extracellular matrix changes,39,40,0.011425359744165,0.038293211807864,0.026867852063699,0.957235530401218,0.957235530401218,Higher in High,Communication / inflammation,1,0.026867852063699,""
BLCA,Extracellular matrix changes,203,203,0.230994546254374,-0.0505700546543135,-0.281564600908687,0.00990808885144519,0.0148621332771678,Lower in High,Communication / inflammation,1,-0.281564600908687,*
BRCA,Extracellular matrix changes,547,548,0.264354164042459,0.0449839810655276,-0.219370182976932,7.22429380925279e-06,1.73383051422067e-05,Lower in High,Communication / inflammation,1,-0.219370182976932,***
CESC,Extracellular matrix changes,152,152,0.0942632905360895,-0.0320030890848943,-0.126266379620984,0.117512766901056,0.141015320281267,Lower in High,Communication / inflammation,1,-0.126266379620984,""
CHOL,Extracellular matrix changes,17,18,-0.170020535578956,0.19042981625614,0.360450351835096,0.258445347475976,0.654376365892859,Higher in High,Communication / inflammation,1,0.360450351835096,""
COAD,Extracellular matrix changes,228,228,0.105322376559053,0.0351602236937223,-0.0701621528653308,0.271403139420651,0.407104709130977,Lower in High,Communication / inflammation,1,-0.0701621528653308,""
DLBC,Extracellular matrix changes,24,24,0.125330363765336,0.0123076692336771,-0.113022694531658,0.975559196195001,0.975559196195001,Lower in High,Communication / inflammation,1,-0.113022694531658,""
ESCA,Extracellular matrix changes,81,81,0.0604289492693001,0.0551686594300944,-0.00526028983920569,0.634313879326879,0.6803257267334,Lower in High,Communication / inflammation,1,-0.00526028983920569,""
GBM,Extracellular matrix changes,80,81,0.0542902005109899,-0.151107225302385,-0.205397425813375,0.165166915354805,0.198200298425766,Lower in High,Communication / inflammation,1,-0.205397425813375,""
HNSC,Extracellular matrix changes,251,251,0.0126071249727029,0.0667900610712537,0.0541829360985508,0.790838150029846,0.790838150029846,Higher in High,Communication / inflammation,1,0.0541829360985508,""
KICH,Extracellular matrix changes,32,33,-0.0734174871858176,0.0302229699495723,0.10364045713539,0.445291960096585,0.534350352115902,Higher in High,Communication / inflammation,1,0.10364045713539,""
KIRC,Extracellular matrix changes,266,266,-0.0241255883989452,0.137448306300892,0.161573894699837,0.148960131364672,0.19861350848623,Higher in High,Communication / inflammation,1,0.161573894699837,""
KIRP,Extracellular matrix changes,145,145,-0.133250533580441,-0.0428110968500488,0.0904394367303923,0.0313553306229011,0.0537519953535447,Higher in High,Communication / inflammation,1,0.0904394367303923,""
LAML,Extracellular matrix changes,75,75,0.180132681078634,-0.146578287531401,-0.326710968610036,0.130786257192903,0.392358771578708,Lower in High,Communication / inflammation,1,-0.326710968610036,""
LGG,Extracellular matrix changes,257,257,-0.297083978837569,-0.0977862169711273,0.199297761866442,0.0013760024373664,0.00183466991648853,Higher in High,Communication / inflammation,1,0.199297761866442,**
LIHC,Extracellular matrix changes,185,186,-0.0649794927638142,0.165462693630725,0.230442186394539,0.298623024188568,0.358347629026282,Higher in High,Communication / inflammation,1,0.230442186394539,""
LUAD,Extracellular matrix changes,258,258,0.131960241023744,-0.0113182213573487,-0.143278462381093,0.108558747196508,0.13027049663581,Lower in High,Communication / inflammation,1,-0.143278462381093,""
LUSC,Extracellular matrix changes,250,251,0.459687833629691,-0.353022517559307,-0.812710351188998,4.37315706759574e-14,1.04955769622298e-13,Lower in High,Communication / inflammation,1,-0.812710351188998,***
MESO,Extracellular matrix changes,43,44,-0.292294520725894,0.33555959677363,0.627854117499524,0.0119071415530498,0.0178607123295747,Higher in High,Communication / inflammation,1,0.627854117499524,*
OV,Extracellular matrix changes,189,189,-0.12980318080941,0.0689945136329892,0.198797694442399,0.0343876632294892,0.045850217639319,Higher in High,Communication / inflammation,1,0.198797694442399,*
PAAD,Extracellular matrix changes,89,89,0.218277816813811,0.295886429653232,0.0776086128394215,0.762227363616496,0.795697652268783,Higher in High,Communication / inflammation,1,0.0776086128394215,""
PCPG,Extracellular matrix changes,89,90,0.0127117883081148,-0.0164345744648835,-0.0291463627729982,0.596536246149922,0.650766813981733,Lower in High,Communication / inflammation,1,-0.0291463627729982,""
PRAD,Extracellular matrix changes,248,249,0.125316752559991,0.0770668591554533,-0.048249893404538,0.947952671816107,0.947952671816107,Lower in High,Communication / inflammation,1,-0.048249893404538,""
READ,Extracellular matrix changes,83,83,0.146438917262706,-0.055121362290275,-0.201560279552981,0.783685409701441,0.904022074770605,Lower in High,Communication / inflammation,1,-0.201560279552981,""
SARC,Extracellular matrix changes,129,130,0.109505971206631,-0.207745999677337,-0.317251970883968,0.00102977247049909,0.00154465870574863,Lower in High,Communication / inflammation,1,-0.317251970883968,**
SKCM,Extracellular matrix changes,234,235,0.0990340438049553,-0.164516953915777,-0.263550997720732,0.0152615646708974,0.0203487528945299,Lower in High,Communication / inflammation,1,-0.263550997720732,*
STAD,Extracellular matrix changes,187,188,0.164109837378247,-0.0499108012400055,-0.214020638618253,0.0106507841905998,0.0255618820574395,Lower in High,Communication / inflammation,1,-0.214020638618253,*
TGCT,Extracellular matrix changes,75,75,-0.0222075511291209,-0.512532402886473,-0.490324851757352,0.00770025016178656,0.013200428848777,Lower in High,Communication / inflammation,1,-0.490324851757352,*
THCA,Extracellular matrix changes,252,252,-0.091303255472676,0.0119566401332558,0.103259895605932,0.888837487591786,0.888837487591786,Higher in High,Communication / inflammation,1,0.103259895605932,""
THYM,Extracellular matrix changes,60,60,0.0785342394842893,-0.170536485551334,-0.249070725035623,0.140955219144371,0.187940292192495,Lower in High,Communication / inflammation,1,-0.249070725035623,""
UCEC,Extracellular matrix changes,272,273,0.0355954768111398,0.0174688995822624,-0.0181265772288774,0.418681303770437,0.418681303770437,Lower in High,Communication / inflammation,1,-0.0181265772288774,""
UCS,Extracellular matrix changes,28,29,-0.0148380488155989,0.0550324891118155,0.0698705379274144,0.674609344800397,0.674609344800397,Higher in High,Communication / inflammation,1,0.0698705379274144,""
UVM,Extracellular matrix changes,40,40,0.427808467341567,-0.348512592604516,-0.776321059946084,0.000364422157422551,0.00145768862969021,Lower in High,Communication / inflammation,1,-0.776321059946084,**
