Cancer,Feature,Display,Category,Method,Source,Canonical,N_Low,N_High,Median_Low,Median_High,Effect,P,FDR,Significance,P_label,FDR_label,Feature_Display,SignedLog10FDR,AbsEffect,NegLog10FDR,Direction,EffectScaledWithinFeature,LowValue,HighValue,SigLabel,DirectionCol,mu,sdv,z_low,z_high
HNSC,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,275,272,4.24440119471967e-23,1.48448848113241e-23,-2.75991271358726e-23,0.861272426668071,0.938663621119733,ns,P=0.861,FDR=0.939,NK Cells,-0.0274900133401845,2.75991271358726e-23,0.0274900133401845,Lower in High,-0.297977533827702,4.24440119471967e-23,1.48448848113241e-23,"",Higher in Low,0.114413948640058,0.163984349433366,-0.697712611205921,-0.697712611205921
LGG,NK_cells_MCPcounter,NK Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NKCELLS,261,271,0.100325,0.133975,0.03365,4.24123366909539e-08,3.67573584654934e-07,****,P=4.24e-08,FDR=3.68e-07,NK Cells,6.43465570634687,0.03365,6.43465570634687,Higher in High,0.181903287046253,0.100325,0.133975,****,Higher in High,0.114413948640058,0.163984349433366,-0.0859164224436121,0.119286086919475
LGG,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,261,271,9.1558,10.3106333333333,1.15483333333333,7.46883445755238e-08,5.54827702561034e-07,****,P=7.47e-08,FDR=5.55e-07,Neutrophils,6.25584186272307,1.15483333333333,6.25584186272307,Higher in High,0.251913183076191,9.1558,10.3106333333333,****,Higher in High,3.02698371891396,4.55524360176106,1.34544204808644,1.59895940836259
LGG,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,261,271,0.08797360296863,0.107995625810721,0.0200220228420914,4.95558615946026e-07,3.22113100364917e-06,****,P=4.96e-07,FDR=3.22e-06,Dendritic Cells,5.49199161203067,0.0200220228420914,5.49199161203067,Higher in High,1.29474990434311,0.08797360296863,0.107995625810721,****,Higher in High,0.017825794165454,0.0327037082601815,2.14494968720671,2.75717453592422
LGG,Plasma_cells_xCell,Plasma Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,261,271,6.04551802670378e-08,9.40057682013791e-08,3.35505879343412e-08,6.5281474620159e-06,3.39463668024827e-05,****,P=6.53e-06,FDR=3.39e-05,Plasma Cells,4.46920670038403,3.35505879343412e-08,4.46920670038403,Higher in High,2.04004757794528,6.04551802670378e-08,9.40057682013791e-08,****,Higher in High,9.44571571233548e-08,4.23752455143657e-08,-0.802401884486781,-0.0106521842291795
LGG,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,261,271,0.0384481186361467,0.0555936130409538,0.017145494404807,0.000563804895066354,0.00209413246738931,**,P=5.64e-04,FDR=0.00209,Macrophages M2,2.67899584986033,0.017145494404807,2.67899584986033,Higher in High,1.41830877558792,0.0384481186361467,0.0555936130409538,**,Higher in High,0.0231463529696297,0.0262934944110316,0.581960139162678,1.23404137784405
LGG,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,261,271,3.7846626506717e-25,1.24141964961278e-26,-3.66052068571042e-25,0.0200841437367147,0.0522187737154583,ns,P=0.0201,FDR=0.0522,Macrophages M2,-1.28217333118912,3.66052068571042e-25,1.28217333118912,Lower in High,0.0562669101648115,3.7846626506717e-25,1.24141964961278e-26,"",Higher in Low,0.0231463529696297,0.0262934944110316,-0.880307220021637,-0.880307220021637
LGG,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,261,271,0.0475307373370702,0.0461927324536516,-0.00133800488341857,0.0252497155577069,0.0596811458636708,ns,P=0.0252,FDR=0.0597,CD4 Tcells,-1.22416284710556,0.00133800488341857,1.22416284710556,Lower in High,-0.875041599155361,0.0475307373370702,0.0461927324536516,"",Higher in Low,0.0518330386274207,0.012507942625157,-0.343965544077356,-0.450937963404536
LGG,Neutrophils_xCell,Neutrophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NEUTROPHILS,261,271,5.02196812080261e-24,0,-5.02196812080261e-24,0.272179427339016,0.428888794594812,ns,P=0.272,FDR=0.429,Neutrophils,-0.367655300250113,5.02196812080261e-24,0.367655300250113,Lower in High,-0.509744534966612,5.02196812080261e-24,0,"",Higher in Low,3.02698371891396,4.55524360176106,-0.664505344509728,-0.664505344509728
LGG,Neutrophils_quantiseq,Neutrophils,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NEUTROPHILS,261,271,0,0,0,0.328264115995992,0.494016062139396,ns,P=0.328,FDR=0.494,Neutrophils,0,0,0.306258930458733,No median difference,-0.509744534966612,0,0,"",Higher in High,3.02698371891396,4.55524360176106,-0.664505344509728,-0.664505344509728
LGG,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,261,271,0,0,0,0.389760940465974,0.538289806179663,ns,P=0.39,FDR=0.538,NK Cells,0,0,0.268983844523604,No median difference,-0.297977533827702,0,0,"",Higher in High,0.114413948640058,0.163984349433366,-0.697712611205921,-0.697712611205921
LGG,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,261,271,0.08516094400094,0.0813073365730811,-0.00385360742785888,0.78046910310234,0.863497731091951,ns,P=0.78,FDR=0.863,NK Cells,-0.0637387992378544,0.00385360742785888,0.0637387992378544,Lower in High,-0.352933619884371,0.08516094400094,0.0813073365730811,"",Higher in Low,0.114413948640058,0.163984349433366,-0.17838900322012,-0.201888852084811
LUAD,Plasma_cells_xCell,Plasma Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,298,299,1.80008894860032e-07,8.30315553277808e-08,-9.69773395322516e-08,1.78151121876132e-10,9.26385833755887e-09,****,P=1.78e-10,FDR=9.26e-09,Plasma Cells,-8.03320809477455,9.69773395322516e-08,8.03320809477455,Lower in High,-1.79366292741224,1.80008894860032e-07,8.30315553277808e-08,****,Higher in Low,9.44571571233548e-08,4.23752455143657e-08,2.01890836733145,-0.269629158648783
LUAD,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,298,299,0.00832914155693658,0.010559922968007,0.00223078141107042,3.76148397354646e-06,6.5199055541472e-05,****,P=3.76e-06,FDR=6.52e-05,NK Cells,4.18575869531253,0.00223078141107042,4.18575869531253,Higher in High,-0.266164481383874,0.00832914155693658,0.010559922968007,****,Higher in High,0.114413948640058,0.163984349433366,-0.646920315564799,-0.633316691689846
LUAD,Neutrophils_quantiseq,Neutrophils,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NEUTROPHILS,298,299,0.027236137511033,0.0343724013840928,0.00713626387305976,0.000142054277727195,0.00147736448836283,**,P=1.42e-04,FDR=0.00148,Neutrophils,2.83051234439275,0.00713626387305976,2.83051234439275,Higher in High,-0.505037890033514,0.027236137511033,0.0343724013840928,**,Higher in High,3.02698371891396,4.55524360176106,-0.658526270745044,-0.656959666519904
LUAD,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,298,299,12.28931,14.50026,2.21095,0.000226368089212312,0.00168159151986289,**,P=2.26e-04,FDR=0.00168,Neutrophils,2.77427949142409,2.21095,2.77427949142409,Higher in High,0.948463401278219,12.28931,14.50026,**,Higher in High,3.02698371891396,4.55524360176106,2.03333281177438,2.51869653615242
LUAD,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,298,299,0,0,0,0.0432393797589165,0.132261632203745,ns,P=0.0432,FDR=0.132,Dendritic Cells,0,0,0.878566122092449,No median difference,-0.310893523081965,0,0,"",Higher in High,0.017825794165454,0.0327037082601815,-0.545069507825748,-0.545069507825748
LUAD,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,298,299,0.0543551620165955,0.0540867278829615,-0.000268434133633991,0.094779290920846,0.259395954099158,ns,P=0.0948,FDR=0.259,CD4 Tcells,-0.586036802061164,0.000268434133633991,0.586036802061164,Lower in High,-0.785704173961411,0.0543551620165955,0.0540867278829615,"",Higher in Low,0.0518330386274207,0.012507942625157,0.20164174594966,0.180180651853009
LUAD,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,298,299,0,0,0,0.128393845721011,0.303476362613299,ns,P=0.128,FDR=0.303,NK Cells,0,0,0.517875129914546,No median difference,-0.297977533827702,0,0,"",Higher in High,0.114413948640058,0.163984349433366,-0.697712611205921,-0.697712611205921
LUAD,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,298,299,0.0760292443919868,0.0746651059567165,-0.00136413843527032,0.14474630276141,0.327252510591015,ns,P=0.145,FDR=0.327,Macrophages M2,-0.485117012976926,0.00136413843527032,0.485117012976926,Lower in High,-0.0521005486674067,0.0760292443919868,0.0746651059567165,"",Higher in Low,0.0231463529696297,0.0262934944110316,2.01125383319799,1.95937261825008
LUAD,NK_cells_MCPcounter,NK Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NKCELLS,298,299,0.44410625,0.4590875,0.0149812499999999,0.191712392263514,0.383424784527028,ns,P=0.192,FDR=0.383,NK Cells,0.416319817813114,0.0149812499999999,0.416319817813114,Higher in High,-0.0843307419192955,0.44410625,0.4590875,"",Higher in High,0.114413948640058,0.163984349433366,2.01051077434625,2.10186857801328
LUAD,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,298,299,1.02879684474996e-26,5.39517046122016e-26,4.3663736164702e-26,0.661472344131858,0.868452052050497,ns,P=0.661,FDR=0.868,Macrophages M2,0.0612541543092478,4.3663736164702e-26,0.0612541543092478,Higher in High,0.0562669101648115,1.02879684474996e-26,5.39517046122016e-26,"",Higher in High,0.0231463529696297,0.0262934944110316,-0.880307220021637,-0.880307220021637
LUAD,Neutrophils_xCell,Neutrophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NEUTROPHILS,298,299,1.39755814623812e-24,0,-1.39755814623812e-24,0.953761846755929,0.976527172733699,ns,P=0.954,FDR=0.977,Neutrophils,-0.010315667579285,1.39755814623812e-24,0.010315667579285,Lower in High,-0.509744534966612,1.39755814623812e-24,0,"",Higher in Low,3.02698371891396,4.55524360176106,-0.664505344509728,-0.664505344509728
LUSC,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,276,275,0,0.00339995381828267,0.00339995381828267,6.10307516475913e-14,1.58679954283737e-12,****,P=6.10e-14,FDR=1.59e-12,Dendritic Cells,11.7994779333197,0.00339995381828267,11.7994779333197,Higher in High,-0.0382380803762513,0,0.00339995381828267,****,Higher in High,0.017825794165454,0.0327037082601815,-0.545069507825748,-0.441107174526001
LUSC,Plasma_cells_xCell,Plasma Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,276,275,1.92703818905716e-07,9.33587589322682e-08,-9.9345059973448e-08,8.26415868081402e-10,1.07434062850582e-08,****,P=8.26e-10,FDR=1.07e-08,Plasma Cells,-7.96885800017624,9.9345059973448e-08,7.96885800017624,Lower in High,-1.86320478642542,1.92703818905716e-07,9.33587589322682e-08,****,Higher in Low,9.44571571233548e-08,4.23752455143657e-08,2.31849185980656,-0.0259207510836549
LUSC,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,276,275,9.29680333333333,12.4771666666667,3.18036333333333,1.44619047176306e-08,1.07431292188113e-07,****,P=1.45e-08,FDR=1.07e-07,Neutrophils,6.96886920052468,3.18036333333333,6.96886920052468,Higher in High,1.58782938249363,9.29680333333333,12.4771666666667,****,Higher in High,3.02698371891396,4.55524360176106,1.37639611896836,2.07457246503772
LUSC,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,276,275,0.00968309948089124,0.0134963102111983,0.00381321073030711,4.77927138577487e-08,3.10652640075367e-07,****,P=4.78e-08,FDR=3.11e-07,NK Cells,6.50772495119205,0.00381321073030711,6.50772495119205,Higher in High,-0.243597542878961,0.00968309948089124,0.0134963102111983,****,Higher in High,0.114413948640058,0.163984349433366,-0.638663686632628,-0.61541018260323
LUSC,NK_cells_MCPcounter,NK Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NKCELLS,276,275,0.4945375,0.385675,-0.1088625,0.00296779573673374,0.0110232413078682,*,P=0.00297,FDR=0.011,NK Cells,-1.95769068541695,0.1088625,1.95769068541695,Lower in High,-1.85045972884675,0.4945375,0.385675,*,Higher in Low,0.114413948640058,0.163984349433366,2.31804774463799,1.65418866066952
LUSC,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,276,275,0.069800592009399,0.0777593684251051,0.00795877641570618,0.00388896352036937,0.0134817402039471,*,P=0.00389,FDR=0.0135,CD4 Tcells,1.8702540460653,0.00795877641570618,1.8702540460653,Higher in High,-0.098514656900855,0.069800592009399,0.0777593684251051,*,Higher in High,0.0518330386274207,0.012507942625157,1.4364915094702,2.07278931273152
LUSC,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,276,275,0.0556255353129862,0.0485310151006349,-0.00709452021235129,0.0044071586706475,0.0143232656796044,*,P=0.00441,FDR=0.0143,Macrophages M2,-1.84395795235369,0.00709452021235129,1.84395795235369,Lower in High,-0.507323343704084,0.0556255353129862,0.0485310151006349,*,Higher in Low,0.0231463529696297,0.0262934944110316,1.23525545276058,0.965435089538915
LUSC,Neutrophils_xCell,Neutrophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NEUTROPHILS,276,275,5.2137728092505e-24,0,-5.2137728092505e-24,0.0524501616759113,0.129876590816542,ns,P=0.0525,FDR=0.13,Neutrophils,-0.886469119868917,5.2137728092505e-24,0.886469119868917,Lower in High,-0.509744534966612,5.2137728092505e-24,0,"",Higher in Low,3.02698371891396,4.55524360176106,-0.664505344509728,-0.664505344509728
LUSC,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,276,275,0,0,0,0.228284447328334,0.370962226908542,ns,P=0.228,FDR=0.371,NK Cells,0,0,0.430670310008552,No median difference,-0.297977533827702,0,0,"",Higher in High,0.114413948640058,0.163984349433366,-0.697712611205921,-0.697712611205921
LUSC,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,276,275,5.82381485085884e-27,1.6021907200789e-27,-4.22162413077994e-27,0.687950007436554,0.818951233516152,ns,P=0.688,FDR=0.819,Macrophages M2,-0.086741958612479,4.22162413077994e-27,0.086741958612479,Lower in High,0.0562669101648115,5.82381485085884e-27,1.6021907200789e-27,"",Higher in Low,0.0231463529696297,0.0262934944110316,-0.880307220021637,-0.880307220021637
LUSC,Neutrophils_quantiseq,Neutrophils,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NEUTROPHILS,276,275,0.0262269377762316,0.0258793917570119,-0.00034754601921971,0.692958736052129,0.818951233516152,ns,P=0.693,FDR=0.819,Neutrophils,-0.086741958612479,0.00034754601921971,0.086741958612479,Lower in High,-0.509973755149536,0.0262269377762316,0.0258793917570119,"",Higher in Low,3.02698371891396,4.55524360176106,-0.658747817565155,-0.658824113379299
UCEC,NK_cells_quantiseq,NK Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NKCELLS,280,297,0.0136017357840431,0.0176316234650301,0.00402988768098701,7.07785595579763e-16,3.68048509701477e-14,****,P=7.08e-16,FDR=3.68e-14,NK Cells,13.4340949364699,0.00402988768098701,13.4340949364699,Higher in High,-0.240507524663307,0.0136017357840431,0.0176316234650301,****,Higher in High,0.114413948640058,0.163984349433366,-0.61476728239227,-0.590192451349479
UCEC,Dendritic_cells_quantiseq,Dendritic Cells,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),DENDRITICCELLS,280,297,0.0201413994513522,0.0317791293198756,0.0116377298685235,2.23941136994097e-10,2.91123478092326e-09,****,P=2.24e-10,FDR=2.91e-09,Dendritic Cells,8.53592276881478,0.0116377298685235,8.53592276881478,Higher in High,0.622381032686714,0.0201413994513522,0.0317791293198756,****,Higher in High,0.017825794165454,0.0327037082601815,0.0708055877784839,0.426659112887529
UCEC,Neutrophils_MCPcounter,Neutrophils,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NEUTROPHILS,280,297,4.80029,5.86210666666667,1.06181666666667,3.73508435745203e-08,3.88448773175011e-07,****,P=3.74e-08,FDR=3.88e-07,Neutrophils,6.41066624583168,1.06181666666667,6.41066624583168,Higher in High,0.190565056010285,4.80029,5.86210666666667,****,Higher in High,3.02698371891396,4.55524360176106,0.389289011986204,0.622386681286737
UCEC,Plasma_cells_xCell,Plasma Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),PLASMACELLS,280,297,1.00598878507998e-07,6.07536664761347e-08,-3.98452120318635e-08,3.48411927599747e-06,2.58820289074098e-05,****,P=3.48e-06,FDR=2.59e-05,Plasma Cells,-4.58700168207,3.98452120318635e-08,4.58700168207,Lower in High,-0.115646263524577,1.00598878507998e-07,6.07536664761347e-08,****,Higher in Low,9.44571571233548e-08,4.23752455143657e-08,0.144936538068223,-0.795358002959399
UCEC,CD4_Tcells_EPIC,CD4 Tcells,TME cell type,EPIC,IOBR::deconvo_tme(method='epic'),CD4TCELLS,280,297,0.0369868128438291,0.04261552826929,0.0056287154254609,0.00142991890328918,0.00571967561315671,**,P=0.00143,FDR=0.00572,CD4 Tcells,2.24262860117392,0.0056287154254609,2.24262860117392,Higher in High,-0.293136330553866,0.0369868128438291,0.04261552826929,**,Higher in High,0.0518330386274207,0.012507942625157,-1.1869438666701,-0.736932574314155
UCEC,Macrophages_M2_quantiseq,Macrophages M2,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),MACROPHAGESM2,280,297,0.0360896901109748,0.0391491079321834,0.00305941782120867,0.00946036404033638,0.0303598220160601,*,P=0.00946,FDR=0.0304,Macrophages M2,1.5177007788131,0.00305941782120867,1.5177007788131,Higher in High,0.29930773814697,0.0360896901109748,0.0391491079321834,*,Higher in High,0.0231463529696297,0.0262934944110316,0.492263863410817,0.608620319246714
UCEC,NK_cells_MCPcounter,NK Cells,TME cell type,MCP-counter,IOBR::deconvo_tme(method='mcpcounter'),NKCELLS,280,297,0.254375,0.2999,0.045525,0.0856944543686288,0.212195791769938,ns,P=0.0857,FDR=0.212,NK Cells,0.673263233201958,0.045525,0.673263233201958,Higher in High,0.351252016552292,0.254375,0.2999,"",Higher in High,0.114413948640058,0.163984349433366,0.853502494863476,1.13112045143865
UCEC,NK_cells_xCell,NK Cells,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NKCELLS,280,297,1.889519522792e-24,3.35709279124883e-24,1.46757326845683e-24,0.175060218481441,0.379297140043121,ns,P=0.175,FDR=0.379,NK Cells,0.421020431929885,1.46757326845683e-24,0.421020431929885,Higher in High,-0.297977533827702,1.889519522792e-24,3.35709279124883e-24,"",Higher in High,0.114413948640058,0.163984349433366,-0.697712611205921,-0.697712611205921
UCEC,Macrophages_M2_xCell,Macrophages M2,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),MACROPHAGESM2,280,297,0,7.67572167480732e-26,7.67572167480732e-26,0.324253578434261,0.526109842085467,ns,P=0.324,FDR=0.526,Macrophages M2,0.278923573657265,7.67572167480732e-26,0.278923573657265,Higher in High,0.0562669101648115,0,7.67572167480732e-26,"",Higher in High,0.0231463529696297,0.0262934944110316,-0.880307220021637,-0.880307220021637
UCEC,Neutrophils_quantiseq,Neutrophils,TME cell type,quanTIseq,IOBR::deconvo_tme(method='quantiseq'),NEUTROPHILS,280,297,0.00500262665425609,0.00383789645344563,-0.00116473020081046,0.434859325887813,0.646076712747608,ns,P=0.435,FDR=0.646,Neutrophils,-0.18971591243062,0.00116473020081046,0.18971591243062,Lower in High,-0.510512720055558,0.00500262665425609,0.00383789645344563,"",Higher in Low,3.02698371891396,4.55524360176106,-0.663407131748434,-0.663662821740592
UCEC,Neutrophils_xCell,Neutrophils,TME cell type,xCell,IOBR::deconvo_tme(method='xcell'),NEUTROPHILS,280,297,5.75272254245359e-24,4.68828245589531e-24,-1.06444008655828e-24,0.84728949020848,0.917896947725854,ns,P=0.847,FDR=0.918,Neutrophils,-0.0372060742957495,1.06444008655828e-24,0.0372060742957495,Lower in High,-0.509744534966612,5.75272254245359e-24,4.68828245589531e-24,"",Higher in Low,3.02698371891396,4.55524360176106,-0.664505344509728,-0.664505344509728
